"Year","MatMort","NeoMort","InfMort","Under5Mort","ISO"
2008,98,13.19101495,20.93439293,26.74574967,NA
2009,94,12.37586466,19.45171943,24.28367759,NA
2010,91,11.71176047,18.41800703,23.05272608,NA
2011,88,11.01962223,17.45388243,21.85175207,NA
2012,85,10.46044156,16.56348696,20.72919893,NA
2013,82,9.895657548,15.7733798,19.70590556,NA
2014,79,9.367035226,15.00172021,18.77191938,NA
2015,77,8.898620158,14.30805376,17.87619197,NA
2016,75,8.498150237,13.64528578,17.057941,NA
2017,73,8.113768796,13.05515936,16.33448573,NA
2018,NA,7.740154977,12.47276454,15.63312279,NA
2019,NA,7.377933505,11.99486019,15.02301557,NA
2000,326,36.48669404,57.75459926,78.86303352,NA
2001,315,35.3969298,55.68720298,75.69655255,NA
2002,304,34.29059676,53.65313589,72.57654667,NA
2003,292,33.21844339,51.75645537,69.62739861,NA
2004,280,32.18496355,50.03635684,67.24715204,NA
2005,264,31.23743756,48.06140234,64.01128447,NA
2006,250,30.27516232,46.29688543,61.31288491,NA
2007,236,29.36373208,44.54735104,58.65882832,NA
2008,224,28.50826388,42.96834484,56.43563674,NA
2009,213,27.60369161,41.03555068,53.35900097,NA
2010,202,26.68056052,39.54141204,51.32032584,NA
2011,191,25.78679233,37.78822996,48.39942738,NA
2012,182,24.92738202,36.31557687,46.28189711,NA
2013,174,24.07954151,34.88359753,44.22642571,NA
2014,166,23.26707421,33.56873239,42.29333022,NA
2015,159,22.53353803,32.23468653,40.44694854,NA
2016,152,21.81847942,31.05078314,38.734838,NA
2017,147,21.10948157,29.84934219,36.99263051,NA
2018,NA,20.44127972,28.73565959,35.44290577,NA
2019,NA,19.66854435,27.68605044,34.045433,NA
2000,114,20.1,31.3,39.4,NA
2001,111,19.1,29.6,37.3,NA
2002,108,18.1,27.9,35.1,NA
2003,105,17,26.3,33,NA
2004,104,16,25,31.9,NA
2005,100,15,23.2,29.1,NA
2006,97,14.1,21.8,27.4,NA
2007,94,13.2,20.6,25.8,NA
2008,93,12.5,19.8,25.4,NA
2009,89,11.7,18.4,23,NA
2010,86,11.1,17.5,21.8,NA
2011,83,10.5,16.6,20.7,NA
2012,80,9.9,15.7,19.7,NA
2013,78,9.4,15,18.7,NA
2014,75,8.9,14.3,17.8,NA
2015,73,8.5,13.6,17,NA
2016,71,8.1,13,16.3,NA
2017,69,7.7,12.4,15.6,NA
2018,NA,7.4,11.9,14.9,NA
2019,NA,7.1,11.5,14.3,NA
2000,45,16.90193447,29.66154646,35.92609411,NA
2001,43,16.08901168,27.90783362,33.61145104,NA
2002,42,15.17713919,26.12291157,31.29883762,NA
2003,40,14.29844365,24.4269964,29.13894691,NA
2004,38,13.53358929,22.815656,27.07914163,NA
2005,36,12.79147533,21.32131615,25.21311598,NA
2006,33,12.10684442,19.96548654,23.5190167,NA
2007,31,11.38430405,18.73682768,21.95128699,NA
2008,29,10.61397629,17.60067164,20.57151048,NA
2009,27,9.963380317,16.56050392,19.35709156,NA
2010,26,9.421742687,15.6579693,18.25941589,NA
2011,24,8.93022626,14.83866011,17.28646693,NA
2012,23,8.446715024,14.1119825,16.39474394,NA
2013,22,8.006534654,13.38463092,15.53401281,NA
2014,21,7.568546364,12.69359038,14.72480112,NA
2015,20,7.14205898,11.9906252,13.94597205,NA
2016,20,6.734705111,11.39509884,13.17427398,NA
2017,19,6.44286134,10.7691165,12.50652343,NA
2018,NA,6.116432284,10.28174227,11.89695796,NA
2019,NA,5.851039162,9.798575221,11.34407786,NA
2000,27,10.2,17.5,21.2,NA
2001,26,9.8,16.5,19.9,NA
2002,25,9.3,15.6,18.7,NA
2003,24,8.8,14.7,17.5,NA
2004,23,8.4,13.8,16.4,NA
2005,22,8,13,15.4,NA
2006,21,7.6,12.3,14.5,NA
2007,20,7.2,11.6,13.7,NA
2008,19,6.8,11,13,NA
2009,18,6.4,10.5,12.3,NA
2010,17,6.2,10,11.7,NA
2011,16,5.9,9.6,11.2,NA
2012,15,5.7,9.2,10.8,NA
2013,15,5.4,8.8,10.3,NA
2014,14,5.2,8.4,9.9,NA
2015,14,5,8.1,9.4,NA
2016,13,4.8,7.7,9,NA
2017,13,4.6,7.4,8.6,NA
2018,NA,4.4,7.1,8.3,NA
2019,NA,4.2,6.8,7.9,NA
2000,122,14.1,24.7,29.5,"ECU"
2001,117,13.4,23.4,28,"ECU"
2002,110,12.7,22.4,26.6,"ECU"
2003,100,12.1,21.5,25.4,"ECU"
2004,94,11.6,20.7,24.4,"ECU"
2005,94,11.1,19.9,23.5,"ECU"
2006,90,10.6,19.2,22.6,"ECU"
2007,85,10.2,18.5,21.7,"ECU"
2008,82,9.7,17.7,20.8,"ECU"
2009,80,9.3,17,19.9,"ECU"
2010,78,8.9,16.3,19,"ECU"
2011,76,8.5,15.6,18.1,"ECU"
2012,71,8.1,14.9,17.3,"ECU"
2013,67,7.8,14.3,16.6,"ECU"
2014,65,7.5,13.7,15.9,"ECU"
2015,63,7.3,13.2,15.4,"ECU"
2016,61,7.1,12.8,14.8,"ECU"
2017,59,6.9,12.4,14.4,"ECU"
2018,NA,6.9,12,13.9,"ECU"
2019,NA,6.8,11.6,13.4,"ECU"
2000,64,22.4,37.1,46.6,"EGY"
2001,63,21.7,35.2,43.9,"EGY"
2002,60,21,33.5,41.5,"EGY"
2003,57,20.3,32,39.4,"EGY"
2004,54,19.7,30.6,37.5,"EGY"
2005,52,19,29.3,35.7,"EGY"
2006,50,18.2,28.2,34.2,"EGY"
2007,47,17.5,27.1,32.7,"EGY"
2008,45,16.7,26,31.3,"EGY"
2009,45,16,25,29.9,"EGY"
2010,45,15.2,24,28.7,"EGY"
2011,42,14.6,23.1,27.5,"EGY"
2012,42,13.9,22.2,26.3,"EGY"
2013,40,13.4,21.3,25.3,"EGY"
2014,39,12.8,20.5,24.3,"EGY"
2015,39,12.3,19.8,23.3,"EGY"
2016,38,11.9,19.1,22.5,"EGY"
2017,37,11.5,18.5,21.7,"EGY"
2018,NA,11.1,17.8,20.9,"EGY"
2019,NA,10.7,17.2,20.1,"EGY"
2000,8,3.152059247,4.696466531,5.801598771,NA
2001,7,3.008281521,4.516125961,5.595208826,NA
2002,7,2.955245655,4.340624687,5.374208298,NA
2003,7,2.844436145,4.193157965,5.177697785,NA
2004,7,2.736419126,4.004423378,5.017875049,NA
2005,7,2.637881109,3.869427271,4.814012671,NA
2006,6,2.575700773,3.77414197,4.649138011,NA
2007,6,2.489068151,3.652889576,4.521799796,NA
2008,6,2.440014156,3.552001682,4.405105282,NA
2009,6,2.411067096,3.43715676,4.298837622,NA
2010,6,2.330703398,3.380913801,4.168126408,NA
2011,6,2.320738262,3.310764644,4.093434035,NA
2012,6,2.30044028,3.260382246,3.991256585,NA
2013,6,2.26545563,3.190569679,3.942226621,NA
2014,5,2.285227329,3.164692289,3.901165475,NA
2015,5,2.251269283,3.163566443,3.859778452,NA
2016,5,2.271070292,3.145748634,3.834500342,NA
2017,5,2.273152801,3.148052166,3.829540151,NA
2018,NA,2.247932994,3.122405327,3.789841401,NA
2019,NA,2.236532944,3.09880315,3.724084963,NA
2000,1280,27,56.1,85.2,"ERI"
2001,1180,26.5,53.8,81.1,"ERI"
2002,1130,26.1,51.6,77.3,"ERI"
2003,1060,25.6,49.6,73.8,"ERI"
2004,938,25.2,47.8,70.5,"ERI"
2005,804,24.7,46.1,67.5,"ERI"
2006,705,24.2,44.5,64.6,"ERI"
2007,635,23.7,43,61.9,"ERI"
2008,605,23.2,41.5,59.4,"ERI"
2009,583,22.6,40.2,57.1,"ERI"
2010,567,22.1,39,55.1,"ERI"
2011,558,21.5,37.9,53.1,"ERI"
2012,549,21.1,36.8,51.2,"ERI"
2013,540,20.6,35.8,49.5,"ERI"
2014,530,20.2,34.9,47.9,"ERI"
2015,518,19.7,34,46.3,"ERI"
2016,498,19.3,33.1,44.8,"ERI"
2017,480,18.9,32.2,43.3,"ERI"
2018,NA,18.5,31.3,41.9,"ERI"
2019,NA,18.1,30.5,40.6,"ERI"
2000,5,2.8,4.4,5.4,"ESP"
2001,5,2.7,4.3,5.3,"ESP"
2002,5,2.7,4.2,5.1,"ESP"
2003,5,2.6,4.1,5,"ESP"
2004,5,2.5,3.9,4.9,"ESP"
2005,5,2.4,3.8,4.7,"ESP"
2006,4,2.3,3.7,4.5,"ESP"
2007,4,2.2,3.6,4.4,"ESP"
2008,4,2.2,3.4,4.2,"ESP"
2009,4,2.1,3.3,4,"ESP"
2010,4,2.1,3.1,3.8,"ESP"
2011,4,2.1,3,3.7,"ESP"
2012,4,2.1,2.9,3.6,"ESP"
2013,4,2,2.8,3.5,"ESP"
2014,4,2,2.8,3.4,"ESP"
2015,4,1.9,2.7,3.3,"ESP"
2016,4,1.9,2.7,3.3,"ESP"
2017,4,1.9,2.7,3.3,"ESP"
2018,NA,1.8,2.7,3.3,"ESP"
2019,NA,1.8,2.7,3.3,"ESP"
2000,29,5.3,8.7,10.9,"EST"
2001,27,4.8,8,10.1,"EST"
2002,25,4.4,7.3,9.3,"EST"
2003,20,4,6.7,8.5,"EST"
2004,18,3.7,6.2,7.8,"EST"
2005,18,3.4,5.7,7.2,"EST"
2006,16,3.1,5.2,6.6,"EST"
2007,17,2.8,4.7,6,"EST"
2008,14,2.5,4.3,5.5,"EST"
2009,14,2.3,4,5,"EST"
2010,11,2.1,3.6,4.6,"EST"
2011,13,1.9,3.3,4.2,"EST"
2012,12,1.7,3,3.9,"EST"
2013,10,1.6,2.8,3.6,"EST"
2014,11,1.5,2.6,3.3,"EST"
2015,10,1.4,2.4,3.1,"EST"
2016,11,1.3,2.2,2.8,"EST"
2017,9,1.2,2.1,2.6,"EST"
2018,NA,1.1,1.9,2.4,"EST"
2019,NA,1,1.8,2.3,"EST"
2000,1030,48.6,87.2,140.7,"ETH"
2001,988,47.8,83.8,134.6,"ETH"
2002,985,46.8,80.3,128.3,"ETH"
2003,972,45.8,76.7,121.8,"ETH"
2004,929,44.8,73.1,115.3,"ETH"
2005,865,43.7,69.5,108.9,"ETH"
2006,795,42.6,66.1,102.8,"ETH"
2007,731,41.4,62.8,97,"ETH"
2008,681,40.2,59.8,91.6,"ETH"
2009,638,39.1,57,86.7,"ETH"
2010,597,37.9,54.3,82,"ETH"
2011,558,36.7,51.9,77.7,"ETH"
2012,527,35.5,49.5,73.5,"ETH"
2013,498,34.3,47.3,69.6,"ETH"
2014,472,33.1,45.2,65.9,"ETH"
2015,446,31.9,43.2,62.4,"ETH"
2016,422,30.7,41.3,59,"ETH"
2017,401,29.7,39.5,55.9,"ETH"
2018,NA,28.7,38,53.2,"ETH"
2019,NA,27.8,36.6,50.8,"ETH"
2000,10,3.877706176,5.884239013,7.140496279,NA
2001,10,3.677050656,5.625409603,6.83937709,NA
2002,9,3.576805734,5.412376897,6.574752141,NA
2003,9,3.446579879,5.241291206,6.356706645,NA
2004,8,3.308757906,5.027960113,6.14406417,NA
2005,8,3.170580312,4.827376575,5.877724441,NA
2006,8,3.050396714,4.645088753,5.61901912,NA
2007,7,2.917450548,4.453884624,5.397930342,NA
2008,7,2.820194334,4.273168131,5.198994395,NA
2009,7,2.74930801,4.102428626,5.01249353,NA
2010,7,2.639593426,3.972907609,4.832654426,NA
2011,7,2.595277219,3.857706011,4.698793109,NA
2012,6,2.550054249,3.760763229,4.543439823,NA
2013,6,2.498191064,3.646518493,4.439953839,NA
2014,6,2.483005354,3.567113205,4.341409145,NA
2015,6,2.422211207,3.512366861,4.255040535,NA
2016,6,2.406155251,3.448654216,4.165583071,NA
2017,6,2.378243797,3.404109399,4.110763789,NA
2018,NA,2.341501292,3.340164338,4.031466588,NA
2019,NA,2.316744282,3.287070258,3.943376296,NA
2000,840,40.48758006,85.88232882,138.5042357,NA
2001,822,39.69128497,83.60793601,134.3396047,NA
2002,809,38.84924764,81.29765864,130.0387841,NA
2003,792,38.04575573,78.95899503,125.7110177,NA
2004,764,37.23107722,76.63154789,121.3666822,NA
2005,730,36.44262884,74.37944927,117.1427705,NA
2006,702,35.68937333,72.18440296,113.0606893,NA
2007,676,34.95893366,70.00219712,109.0644662,NA
2008,657,34.29211062,68.48415946,106.4947574,NA
2009,639,33.61292425,66.20908369,101.8301981,NA
2010,623,33.0177549,64.9876737,99.94993007,NA
2011,609,32.43397185,62.98138961,95.79884657,NA
2012,597,31.92861185,61.60627795,93.34158058,NA
2013,585,31.46546148,60.3523165,90.96704524,NA
2014,576,30.98365543,59.136379,88.73551393,NA
2015,561,30.59514557,57.96462793,86.5315534,NA
2016,552,30.13219254,56.86639653,84.43634055,NA
2017,542,29.67919697,55.54172896,82.030252,NA
2018,NA,29.16015349,54.36763158,79.89866916,NA
2019,NA,28.67147982,53.13138866,77.75262979,NA
2000,6,2.5,3.5,4.3,"FIN"
2001,5,2.4,3.4,4.2,"FIN"
2002,5,2.3,3.3,4.1,"FIN"
2003,5,2.2,3.3,4,"FIN"
2004,5,2.1,3.2,3.9,"FIN"
2005,5,2.1,3.1,3.7,"FIN"
2006,4,2,3,3.6,"FIN"
2007,4,1.9,2.8,3.5,"FIN"
2008,4,1.8,2.7,3.3,"FIN"
2009,4,1.8,2.6,3.2,"FIN"
2010,4,1.7,2.5,3,"FIN"
2011,4,1.6,2.4,2.9,"FIN"
2012,4,1.5,2.3,2.8,"FIN"
2013,4,1.4,2.2,2.7,"FIN"
2014,3,1.4,2.1,2.6,"FIN"
2015,3,1.4,2,2.5,"FIN"
2016,3,1.4,2,2.4,"FIN"
2017,3,1.4,2,2.4,"FIN"
2018,NA,1.4,1.9,2.4,"FIN"
2019,NA,1.4,1.9,2.3,"FIN"
2000,51,10.1,19.1,22.4,"FJI"
2001,49,10.2,19,22.3,"FJI"
2002,48,10.5,19,22.4,"FJI"
2003,48,11,19.2,22.5,"FJI"
2004,47,11.4,19.4,22.8,"FJI"
2005,46,11.6,19.7,23.1,"FJI"
2006,44,11.5,19.9,23.4,"FJI"
2007,43,11,20.1,23.7,"FJI"
2008,42,10.3,20.2,23.8,"FJI"
2009,40,9.7,20.1,23.7,"FJI"
2010,39,9.3,20,23.6,"FJI"
2011,38,9,20,23.6,"FJI"
2012,38,9,20,23.5,"FJI"
2013,37,9.1,20.1,23.7,"FJI"
2014,36,9.4,20.3,23.9,"FJI"
2015,35,9.8,20.6,24.4,"FJI"
2016,34,10.2,21.1,24.9,"FJI"
2017,34,10.6,21.5,25.5,"FJI"
2018,NA,11,22.1,26.2,"FJI"
2019,NA,11.4,22.6,26.9,"FJI"
2000,10,2.8,4.1,5.4,"FRA"
2001,10,2.7,3.9,5.3,"FRA"
2002,10,2.7,3.7,5.1,"FRA"
2003,9,2.6,3.6,4.9,"FRA"
2004,9,2.5,3.4,4.8,"FRA"
2005,9,2.4,3.3,4.6,"FRA"
2006,9,2.4,3.3,4.5,"FRA"
2007,9,2.4,3.2,4.4,"FRA"
2008,9,2.4,3.2,4.4,"FRA"
2009,9,2.4,3.1,4.3,"FRA"
2010,9,2.3,3.1,4.2,"FRA"
2011,9,2.3,3.1,4.2,"FRA"
2012,9,2.3,3.1,4.1,"FRA"
2013,9,2.3,3.1,4.1,"FRA"
2014,8,2.4,3.1,4.1,"FRA"
2015,8,2.4,3.2,4.2,"FRA"
2016,8,2.5,3.2,4.2,"FRA"
2017,8,2.6,3.3,4.3,"FRA"
2018,NA,2.6,3.4,4.3,"FRA"
2019,NA,2.6,3.4,4.3,"FRA"
2000,NA,NA,NA,NA,"FRO"
2001,NA,NA,NA,NA,"FRO"
2002,NA,NA,NA,NA,"FRO"
2003,NA,NA,NA,NA,"FRO"
2004,NA,NA,NA,NA,"FRO"
2005,NA,NA,NA,NA,"FRO"
2006,NA,NA,NA,NA,"FRO"
2007,NA,NA,NA,NA,"FRO"
2008,NA,NA,NA,NA,"FRO"
2009,NA,NA,NA,NA,"FRO"
2010,NA,NA,NA,NA,"FRO"
2011,NA,NA,NA,NA,"FRO"
2012,NA,NA,NA,NA,"FRO"
2013,NA,NA,NA,NA,"FRO"
2014,NA,NA,NA,NA,"FRO"
2015,NA,NA,NA,NA,"FRO"
2016,NA,NA,NA,NA,"FRO"
2017,NA,NA,NA,NA,"FRO"
2018,NA,NA,NA,NA,"FRO"
2019,NA,NA,NA,NA,"FRO"
2000,154,20,30.8,37.8,"FSM"
2001,150,19.6,30,36.7,"FSM"
2002,163,19.2,29.4,35.9,"FSM"
2003,141,18.8,29,35.2,"FSM"
2004,137,18.6,28.7,34.8,"FSM"
2005,133,18.5,28.6,34.7,"FSM"
2006,128,18.4,28.5,34.6,"FSM"
2007,123,18.3,28.4,34.5,"FSM"
2008,118,18.2,28.2,34.2,"FSM"
2009,114,17.9,27.8,33.7,"FSM"
2010,110,17.5,27.4,33.1,"FSM"
2011,106,17.1,26.8,32.3,"FSM"
2012,103,16.7,26.2,31.6,"FSM"
2013,99,16.2,25.6,30.7,"FSM"
2014,96,15.6,24.9,29.9,"FSM"
2015,95,15.2,24.2,28.9,"FSM"
2016,90,14.7,23.5,28,"FSM"
2017,88,14.2,22.7,27,"FSM"
2018,NA,13.7,22.1,26.2,"FSM"
2019,NA,13.3,21.5,25.4,"FSM"
2000,380,26.9,53.3,82.9,"GAB"
2001,370,26.6,52.3,81.4,"GAB"
2002,361,26.3,51.2,79.6,"GAB"
2003,356,26,50.2,77.8,"GAB"
2004,354,25.7,49,75.8,"GAB"
2005,348,25.4,47.7,73.6,"GAB"
2006,340,25.1,46.6,71.6,"GAB"
2007,336,24.8,45.2,69.2,"GAB"
2008,332,24.5,43.9,66.7,"GAB"
2009,324,24.2,42.9,64.2,"GAB"
2010,314,23.8,41.6,61.7,"GAB"
2011,304,23.5,40.4,59.3,"GAB"
2012,292,23.1,39.1,57.1,"GAB"
2013,277,22.7,37.9,54.9,"GAB"
2014,267,22.2,37.2,52.8,"GAB"
2015,261,21.8,36.1,50.3,"GAB"
2016,256,21.3,34.6,47.4,"GAB"
2017,252,20.9,33.7,45.5,"GAB"
2018,NA,20.5,32.5,44.1,"GAB"
2019,NA,20.1,31.5,43,"GAB"
2000,10,3.8,5.6,6.5,"GBR"
2001,11,3.7,5.5,6.4,"GBR"
2002,11,3.6,5.4,6.3,"GBR"
2003,11,3.6,5.3,6.2,"GBR"
2004,11,3.5,5.2,6.1,"GBR"
2005,11,3.5,5.1,6,"GBR"
2006,11,3.4,5,5.9,"GBR"
2007,11,3.3,4.9,5.8,"GBR"
2008,11,3.2,4.8,5.6,"GBR"
2009,10,3.1,4.6,5.4,"GBR"
2010,10,3,4.4,5.2,"GBR"
2011,9,3,4.3,5,"GBR"
2012,8,2.9,4.1,4.8,"GBR"
2013,8,2.8,4,4.7,"GBR"
2014,8,2.7,3.9,4.5,"GBR"
2015,8,2.7,3.8,4.5,"GBR"
2016,7,2.7,3.8,4.4,"GBR"
2017,7,2.8,3.8,4.4,"GBR"
2018,NA,2.8,3.7,4.3,"GBR"
2019,NA,2.8,3.7,4.3,"GBR"
2000,31,22.8,31.9,36.6,"GEO"
2001,33,21.7,29.9,34.1,"GEO"
2002,42,20.3,27.7,31.5,"GEO"
2003,37,18.9,25.5,28.8,"GEO"
2004,38,17.4,23.2,26.2,"GEO"
2005,39,15.9,21,23.6,"GEO"
2006,33,14.5,19,21.3,"GEO"
2007,36,13.2,17.1,19.1,"GEO"
2008,39,12,15.4,17.2,"GEO"
2009,43,11,13.9,15.6,"GEO"
2010,32,10.1,12.7,14.2,"GEO"
2011,32,9.3,11.6,13,"GEO"
2012,30,8.6,10.8,12.1,"GEO"
2013,30,8,10.2,11.4,"GEO"
2014,29,7.3,9.7,10.9,"GEO"
2015,27,6.7,9.4,10.5,"GEO"
2016,26,6.2,9.1,10.2,"GEO"
2017,25,5.8,8.8,9.9,"GEO"
2018,NA,5.4,8.7,9.7,"GEO"
2019,NA,5.2,8.4,9.5,"GEO"
2000,484,35.8,64.3,99.7,"GHA"
2001,445,34.9,62.1,95.7,"GHA"
2002,415,34.2,59.9,91.9,"GHA"
2003,398,33.5,58,88.5,"GHA"
2004,384,33,56.4,85.6,"GHA"
2005,371,32.6,54.9,83,"GHA"
2006,359,32.2,53.5,80.6,"GHA"
2007,349,31.7,52.1,78,"GHA"
2008,342,31.2,50.5,75.3,"GHA"
2009,339,30.5,48.8,72.3,"GHA"
2010,339,29.8,47,69.1,"GHA"
2011,339,29,45.2,65.9,"GHA"
2012,336,28.2,43.4,62.7,"GHA"
2013,331,27.5,41.8,59.8,"GHA"
2014,325,26.8,40.2,57.1,"GHA"
2015,320,26,38.8,54.6,"GHA"
2016,314,25.4,37.4,52.2,"GHA"
2017,308,24.7,36.2,50.1,"GHA"
2018,NA,24.1,35,48.1,"GHA"
2019,NA,23.5,34,46.4,"GHA"
2000,NA,NA,NA,NA,"GIB"
2001,NA,NA,NA,NA,"GIB"
2002,NA,NA,NA,NA,"GIB"
2003,NA,NA,NA,NA,"GIB"
2004,NA,NA,NA,NA,"GIB"
2005,NA,NA,NA,NA,"GIB"
2006,NA,NA,NA,NA,"GIB"
2007,NA,NA,NA,NA,"GIB"
2008,NA,NA,NA,NA,"GIB"
2009,NA,NA,NA,NA,"GIB"
2010,NA,NA,NA,NA,"GIB"
2011,NA,NA,NA,NA,"GIB"
2012,NA,NA,NA,NA,"GIB"
2013,NA,NA,NA,NA,"GIB"
2014,NA,NA,NA,NA,"GIB"
2015,NA,NA,NA,NA,"GIB"
2016,NA,NA,NA,NA,"GIB"
2017,NA,NA,NA,NA,"GIB"
2018,NA,NA,NA,NA,"GIB"
2019,NA,NA,NA,NA,"GIB"
2000,1020,45.5,99.9,164.2,"GIN"
2001,1070,43.4,96.2,157.4,"GIN"
2002,1090,41.9,92.7,150.9,"GIN"
2003,1080,40.7,89.5,144.9,"GIN"
2004,1020,39.6,86.5,139.5,"GIN"
2005,920,38.5,83.9,134.7,"GIN"
2006,831,37.4,81.5,130.4,"GIN"
2007,772,36.5,79.4,126.6,"GIN"
2008,754,35.8,77.6,123.3,"GIN"
2009,750,35.3,75.9,120.3,"GIN"
2010,747,34.7,74.4,117.7,"GIN"
2011,748,34.2,73.1,115.3,"GIN"
2012,744,33.6,71.8,113,"GIN"
2013,731,33,70.5,110.7,"GIN"
2014,767,32.4,69.5,109.2,"GIN"
2015,699,31.9,68.4,107.3,"GIN"
2016,621,31.4,67.1,104.6,"GIN"
2017,576,31.1,66,102.6,"GIN"
2018,NA,30.7,64.7,100.4,"GIN"
2019,NA,30.3,63.4,98,"GIN"
2000,932,40.6,61.6,113.4,"GMB"
2001,905,39.8,59.8,108.7,"GMB"
2002,876,39.1,58.1,104.2,"GMB"
2003,843,38.4,56.4,99.8,"GMB"
2004,802,37.7,54.7,95.6,"GMB"
2005,756,37,53.1,91.5,"GMB"
2006,716,36.3,51.5,87.6,"GMB"
2007,690,35.5,50,83.8,"GMB"
2008,675,34.7,48.6,80.3,"GMB"
2009,668,33.9,47.1,76.8,"GMB"
2010,661,33.1,45.8,73.6,"GMB"
2011,656,32.4,44.5,70.6,"GMB"
2012,650,31.7,43.2,67.7,"GMB"
2013,644,30.9,42,65,"GMB"
2014,637,30.1,40.9,62.4,"GMB"
2015,625,29.4,39.7,59.8,"GMB"
2016,611,28.5,38.6,57.4,"GMB"
2017,597,27.8,37.5,55.1,"GMB"
2018,NA,27.1,36.5,53.1,"GMB"
2019,NA,26.4,35.6,51.2,"GMB"
2000,1210,55.3,105,173.8,"GNB"
2001,1180,54.2,102.1,168.4,"GNB"
2002,1150,53.3,99.1,162.8,"GNB"
2003,1110,52.5,95.9,156.8,"GNB"
2004,1050,51.7,92.6,150.7,"GNB"
2005,979,50.9,89.2,144.5,"GNB"
2006,912,49.8,85.9,138.3,"GNB"
2007,860,48.7,82.5,132.2,"GNB"
2008,827,47.5,79.1,126.1,"GNB"
2009,800,46.2,75.9,120.2,"GNB"
2010,779,44.8,72.6,114.5,"GNB"
2011,762,43.6,69.6,109.1,"GNB"
2012,744,42.3,66.8,104.2,"GNB"
2013,726,41.2,64.3,99.7,"GNB"
2014,711,40.2,62.1,95.7,"GNB"
2015,694,39.2,60,92.1,"GNB"
2016,679,38.4,58.1,88.7,"GNB"
2017,667,37.5,56.3,85.5,"GNB"
2018,NA,36.7,54.6,82.5,"GNB"
2019,NA,35.9,53,79.6,"GNB"
2000,454,44.3,107.1,155.7,"GNQ"
2001,421,43.7,104.4,151.4,"GNQ"
2002,392,42.9,101.7,147.1,"GNQ"
2003,370,42.1,99,142.8,"GNQ"
2004,357,41.2,96.1,138.2,"GNQ"
2005,344,40.2,93.2,133.5,"GNQ"
2006,331,39.1,90.3,129,"GNQ"
2007,322,37.9,87.4,124.4,"GNQ"
2008,314,36.9,84.5,119.7,"GNQ"
2009,310,35.9,81.7,115.3,"GNQ"
2010,308,35.1,79.1,111.2,"GNQ"
2011,308,34.3,76.7,107.4,"GNQ"
2012,305,33.7,74.3,103.6,"GNQ"
2013,300,33,72.1,100.2,"GNQ"
2014,295,32.5,69.9,96.8,"GNQ"
2015,296,31.8,67.6,93.2,"GNQ"
2016,301,31.2,65.6,90,"GNQ"
2017,301,30.5,63.6,86.9,"GNQ"
2018,NA,29.9,61.7,83.9,"GNQ"
2019,NA,29.2,60,81.2,"GNQ"
2000,3,3.9,5.6,6.4,"GRC"
2001,3,3.6,5.2,6,"GRC"
2002,3,3.3,4.9,5.6,"GRC"
2003,3,3,4.6,5.2,"GRC"
2004,3,2.7,4.3,4.9,"GRC"
2005,3,2.5,4,4.6,"GRC"
2006,3,2.4,3.8,4.3,"GRC"
2007,3,2.2,3.6,4.1,"GRC"
2008,3,2.1,3.5,4,"GRC"
2009,3,2.1,3.4,3.9,"GRC"
2010,3,2.1,3.4,3.9,"GRC"
2011,3,2.2,3.5,4,"GRC"
2012,3,2.3,3.5,4,"GRC"
2013,3,2.4,3.6,4.1,"GRC"
2014,3,2.6,3.7,4.3,"GRC"
2015,3,2.6,3.8,4.4,"GRC"
2016,3,2.6,3.9,4.4,"GRC"
2017,3,2.6,3.8,4.3,"GRC"
2018,NA,2.5,3.7,4.2,"GRC"
2019,NA,2.5,3.7,4.2,"GRC"
2000,38,8,12.9,15.5,"GRD"
2001,36,8,12.8,15.2,"GRD"
2002,34,8,12.6,15,"GRD"
2003,34,8,12.5,14.8,"GRD"
2004,38,8,12.5,14.7,"GRD"
2005,33,8,12.4,14.6,"GRD"
2006,31,8,12.5,14.6,"GRD"
2007,31,8.1,12.5,14.6,"GRD"
2008,30,8.3,12.7,14.7,"GRD"
2009,30,8.6,12.8,14.9,"GRD"
2010,29,8.9,13,15.1,"GRD"
2011,28,9.3,13.3,15.3,"GRD"
2012,28,9.7,13.5,15.5,"GRD"
2013,27,10.1,13.8,15.8,"GRD"
2014,26,10.5,14,16,"GRD"
2015,25,10.7,14.3,16.2,"GRD"
2016,25,10.9,14.5,16.4,"GRD"
2017,25,11.1,14.6,16.6,"GRD"
2018,NA,11.1,14.7,16.6,"GRD"
2019,NA,11.1,14.7,16.5,"GRD"
2000,NA,NA,NA,NA,"GRL"
2001,NA,NA,NA,NA,"GRL"
2002,NA,NA,NA,NA,"GRL"
2003,NA,NA,NA,NA,"GRL"
2004,NA,NA,NA,NA,"GRL"
2005,NA,NA,NA,NA,"GRL"
2006,NA,NA,NA,NA,"GRL"
2007,NA,NA,NA,NA,"GRL"
2008,NA,NA,NA,NA,"GRL"
2009,NA,NA,NA,NA,"GRL"
2010,NA,NA,NA,NA,"GRL"
2011,NA,NA,NA,NA,"GRL"
2012,NA,NA,NA,NA,"GRL"
2013,NA,NA,NA,NA,"GRL"
2014,NA,NA,NA,NA,"GRL"
2015,NA,NA,NA,NA,"GRL"
2016,NA,NA,NA,NA,"GRL"
2017,NA,NA,NA,NA,"GRL"
2018,NA,NA,NA,NA,"GRL"
